>dept>|>num>|>name>|>desc>|>req>
>FA>|>  10A>|>Context is Everything: Site Sensitive Photography>|>Prerequisite: One Brandeis studio art course. May be repeated for credit with permission of the instructor. Studio fee: $20. per semester.\n\nAn intermediate level studio course in digital photography, designed for students with pre-existing interest/experience in photography or other art media. Various materials and methods of image making are employed with a focus on context: environment, relationship with other images/objects, scale, and form. Students must provide their own digital camera. Usually offered every semester.\nMs. Hechtman>|>CA>
>FA>|>  12A>|>History of Asian Art>|>A selective survey of the art of the three major Asian areas: India, China, and Japan. Usually offered every year.\nMs. Wong>|>CA>
>FA>|>  12A>|>History of Asian Art>|>A selective survey of the art of the three major Asian areas: India, China, and Japan. Usually offered every year.\nMs. Wong>|>NW>
>FA>|>  13B>|>Buddhist Art>|>The history of Buddhist art on the Silk Road. Usually offered every third year. \nMs. Wong>|>CA>
>FA>|>  13B>|>Buddhist Art>|>The history of Buddhist art on the Silk Road. Usually offered every third year. \nMs. Wong>|>NW>
>FA>|>  15B>|>Arts of the Ming Dynasty>|>Examines a broad array of arts from the Ming Dynasty (1368-1644). The first half of the course focuses on activities in and around the Chinese court. The second half concentrates on monuments related to literati and popular cultures. Usually offered every three years.\nMs. Wong>|>CA>
>FA>|>  15B>|>Arts of the Ming Dynasty>|>Examines a broad array of arts from the Ming Dynasty (1368-1644). The first half of the course focuses on activities in and around the Chinese court. The second half concentrates on monuments related to literati and popular cultures. Usually offered every three years.\nMs. Wong>|>NW>
>FA>|>  17A>|>History of Art I: From Antiquity to the Middle Ages>|>A survey of major styles in architecture, sculpture, and painting from prehistoric times to the Gothic cathedral. Usually offered every year.\nMr. Unglaub>|>CA>
>FA>|>  18B>|>History of Art II: From the Renaissance to the Modern Age>|>Open to all students; first-year students and sophomores are encouraged to enroll.\n\nA study of the major styles in architecture, painting, and sculpture of the West from the Renaissance to the early twentieth century. Usually offered every year.\nMr. Unglaub>|>CA>
>FA>|>  21B>|>Survey of Western Architecture>|>Especially recommended for first-year students, sophomores, and fine arts majors.\n\nA historical survey of Western architecture from prehistoric times to the present. Traces the various stages of architectural development in Europe and America in a chronological format. Usually offered every third year.\nStaff>|>CA>
>FA>|>  23B>|>Architectural Drawing and Design>|>Teaches basic architectural drawing, drafting, and modeling skills under the umbrella of a unifying theory and/or theme. It is structured as an introductory studio course requiring no previous knowledge or background in architectural design. Students learn how to build models, execute architectural drawings, and to approach architectural design problems. Special one-time offering, spring 2010.\nMr. Abrams>|>CA>
>FA>|>  24B>|>Twentieth-Century and Contemporary Latin American Art>|>This course is a selective survey of the outstanding figures and movements that have made significant contributions to the history of Latin American art. Special focus will be on Mexican, Argentinean, Brazilian, Venezuelan and Cuban artists. Usually offered every third year.\nStaff>|>CA>
>FA>|>  24B>|>Twentieth-Century and Contemporary Latin American Art>|>This course is a selective survey of the outstanding figures and movements that have made significant contributions to the history of Latin American art. Special focus will be on Mexican, Argentinean, Brazilian, Venezuelan and Cuban artists. Usually offered every third year.\nStaff>|>NW>
>FA>|>  39B>|>Islamic Art and Architecture>|>Introduces architecture and arts of the Islamic lands from seventh-century Levant to post-modernism in Iran, India, and the Gulf states. Provides an overview of major themes and regional variations, and their socio-political and historical context. Usually offered every third year.\nMs. Grigor>|>CA>
>FA>|>  39B>|>Islamic Art and Architecture>|>Introduces architecture and arts of the Islamic lands from seventh-century Levant to post-modernism in Iran, India, and the Gulf states. Provides an overview of major themes and regional variations, and their socio-political and historical context. Usually offered every third year.\nMs. Grigor>|>NW>
>FA>|>  42B>|>The Age of Cathedrals>|>Architecture, sculpture, and painting (including stained glass) in Western Europe from the twelfth to the fifteenth century, with particular attention to the great churches of medieval France. Usually offered every second year.\nMr. McClendon>|>CA>
>FA>|>  58B>|>High and Late Renaissance in Italy>|>A study of sixteenth-century painting, sculpture, and architecture from Leonardo da Vinci to Tintoretto. Usually offered every year.\nMr. Unglaub>|>CA>
>FA>|>  60A>|>Baroque in Italy and Spain>|>The artistic spectacle of papal Rome and Hapsburg Spain is explored. The works of Caravaggio, Bernini, and Velazquez capture the contradictions of the age: sensuality/spirituality, ecstasy/piety, degradation/deliverance, realism/idealism, exuberance/restraint, and statecraft/propaganda. Usually offered every second year.\nMr. Unglaub>|>CA>
>FA>|>  70A>|>Paris/New York: Revolutions of Modernism>|>A chronological survey of painting and sculpture from the French Revolution to World War II. Emphasis on the rise of modernism with Manet and the impressionists, Picasso and the language of cubism, and the abstract expressionist generation in America. Usually offered every second year.\nMs. Scott>|>CA>
>FA>|>  71A>|>Modern Art and Modern Culture>|>A thematic study of modernism in twentieth-century painting and sculpture, emphasizing three trends: primitivism, spiritualism, and the redefinition of reality. Individual artists and art movements will be examined in the context of literature, politics, and aesthetic theory. Artists include Picasso, Matisse, Kandinsky, and Duchamp. Usually offered every third year.\nStaff>|>CA>
>FA>|>  74A>|>Art since 1945>|>Survey of developments in painting and sculpture since World War II. Consideration of major trends of the period, including abstract expressionism, pop art, minimalism, color field painting, and realism. Usually offered every third year. \nMr. Kalb>|>CA>
>FA>|>  76B>|>History of Photography>|>The history of photography from its invention in 1839 to the present, with an emphasis on developments in America. Photography is studied as a documentary and an artistic medium. Topics include Alfred Stieglitz and the photo-secession, Depression-era documentary, Robert Frank and street photography, and postmodern photography. Usually offered every second year.\nMr. Kalb>|>CA>
>FA>|> 103A>|>Intermediate Drawing I>|>Recommended for students who have had previous drawing experience. Studio fee: $30 per semester.\n\nIntended for students seeking drawing experience beyond FA 3a and for studio art majors. Various materials and methods of drawing are used, as historical and contemporary works are studied through slides and museum strips. Students hone basic skills and use drawing as an increasingly personal language.\nMr. Gisholt>|>CA>
>FA>|> 103B>|>Intermediate Drawing II>|>Recommended for students who have had previous drawing experience. Studio fee: $30 per semester.\n\nSee FA 103a.\nMr. Gisholt>|>CA>
>FA>|> 103B>|>Intermediate Drawing II>|>Recommended for students who have had previous drawing experience. Studio fee: $30 per semester.\n\nSee FA 103a.\nMr. Downey>|>CA>
>FA>|> 104A>|>Advanced Drawing I>|>Prerequisites: FA 103a and FA 103b or permission of the instructor. Studio fee: $30 per semester. \n\nOffers a wide range of experience in drawing. Perceptual and conceptual issues will be pursued, and students will be encouraged to concentrate on the more complex personal and creative aspects of drawing. Course may be repeated for one semester. Usually offered every year.\nMr. Campbell>|>CA>
>FA>|> 104B>|>Advanced Drawing II>|>Prerequisites: FA 103a and FA 103b or permission of the instructor. Studio fee: $30 per semester. \n\nSee FA 104a for course description. A continuation of FA 104a. Course may be repeated for one semester. Usually offered every year.\nStaff>|>CA>
>FA>|> 105A>|>Introduction to Printmaking: Intaglio>|>Prerequisite: Experience in drawing is strongly recommended. Studio fee: $50 per semester.\n\nUsing the etching press in the Printmaking Studio, this course is an introduction to basic intaglio processes of drypoint and etching as well as monotype, carborundum prints and collograph. Students will work on metal, plastic or cardboard plates and make experimental, painterly images in both black and white, and color. Usually offered every second year.\nMs. Lichtman>|>CA>
>FA>|> 107A>|>Beginning Painting>|>Prerequisite: Previous drawing experience. Studio fee: $40 per semester.\n\nFA 107a and FA 107b are two parts of a year-long experience, intended to begin in the fall and continue in the spring. This is a six-hour per week studio class recommended for freshman and sophomore studio art majors or other students desiring an in-depth painting course. Color theory and various methods of oil painting will be introduced while working from landscape, still life, and the figure. Museum trips and slide lectures will augment studio work.\nMs. Lichtman>|>CA>
>FA>|> 107B>|>Beginning Painting II>|>Prerequisite: FA 107a or permission of the instructor. Studio fee: $40 per semester.\n\nFA 107a and FA 107b are two parts of a year-long experience, intended to begin in the fall and continue in the spring. This is a six-hour per week studio class recommended for freshman and sophomore studio art majors or other students desiring an in-depth painting course. Color theory and various methods of oil painting will be introduced while working from landscape, still life, and the figure. Museum trips and slide lectures will augment studio work.\nMs. Lichtman>|>CA>
>FA>|> 108A>|>Intermediate Painting>|>Prerequisites: FA 107a and FA 107b or permission of the instructor.  Studio fee: $40 per semester.\n\nAn intermediate-level painting course emphasizing the plastic and formal means necessary to create work that will become an increasingly personal statement. Usually offered every year.\nMr. Campbell>|>CA>
>FA>|> 108B>|>Intermediate Painting II>|>Prerequisite: FA 108a or permission of the instructor.  Studio fee: $40 per semester.\n\nAn intermediate-level painting course emphasizing the plastic and formal means necessary to create work that will become an increasingly personal statement. Usually offered every year.\nStaff>|>CA>
>FA>|> 108B>|>Intermediate Painting II>|>Prerequisite: FA 108a or permission of the instructor.  Studio fee: $40 per semester.\n\nAn intermediate-level painting course emphasizing the plastic and formal means necessary to create work that will become an increasingly personal statement. Usually offered every year.\nMr. Gisholt>|>CA>
>FA>|> 109A>|>Introduction to Printmaking: Lithography>|>Prerequisite: Previous drawing experience. Studio fee: $50 per semester. \n\nFocus on using lithography to create fine art prints. Students start with direct drawing on plates using lithographic crayon and then move on to digitally generated images. Specific assignments are given to explore the visual possibilities of lithography. Usually offered every second year.\nMr. Gisholt>|>CA>
>FA>|> 110A>|>Senior Studio>|>Prerequisites: FA 108a and b, FA 112a and b, or permission of the instructor.  Studio fee: $40 per semester.\n\nFA 110a and FA 110b are considered two halves of a full-year experience required for studio art majors. Heuristic in nature, this course culminates in a final studio faculty review of the work produced. Review will take the form of an exhibition. Student work can be undertaken in sculpture or painting or a combination of both. Usually offered every year.\nMr. Baenziger and Mr. Wardwell>|>CA>
>FA>|> 110B>|>Senior Studio II>|>Prerequisites: FA 108a and b, FA 112a and b, or permission of the instructor.  Studio fee: $40 per semester.\n\nFA 110a and FA 110b are considered two halves of a full-year experience required for studio art majors. Heuristic in nature, this course culminates in a final studio faculty review of the work produced. Review will take the form of an exhibition. Student work can be undertaken in sculpture or painting or a combination of both. Usually offered every year.\nMr. Baenziger and Mr. Wardwell>|>CA>
>FA>|> 111A>|>Sculpture Seminar>|>Prerequisites: Two studio courses at Brandeis or permission of instructor. Studio fee: $50 per semester.\n\nBrings studio fine arts majors together, or those who have fulfilled the prerequisite, to discuss advanced topics in sculpture in direct relationship with personal studio endeavors. Students engage in a wide variety of activities, including reading artists' writings, visiting current exhibitions, and using drawing as a conceptual tool in relationship to personal studio interest. Usually offered every year.\nMs. Fair>|>CA>
>FA>|> 112B>|>Intermediate Sculpture II>|>Prerequisite: FA 112a.  Studio fee: $50 per semester.\n\nExploration of diverse sculptural concepts utilizing various materials and techniques. Emphasis on personal motivation and development. Usually offered every year.\nMs. Fair>|>CA>
>FA>|> 116A>|>Intermediate Printmaking>|>Prerequisite: Previous drawing experience. This course may not be repeated for credit by students who have taken FA 106a as Intermediate Printmaking in previous years. Studio fee: $50 per semester.\n\nSeeks to develop a contemporary attitude toward printmaking. Familiarizes the intermediate printmaker with a range of printmaking techniques, such as intaglio, collagraph, relief, and lithography. Traditional and digital techniques are discussed. Intended for students who have taken FA 105a or b, FA 109a or b or postbaccalaureate students in studio art. Usually offered every semester.\nMr. Gisholt>|>CA>
>FA>|> 120A>|>Modern Architecture>|>Survey of nineteenth- and twentieth-century architecture. Usually offered every second year. \nStaff>|>CA>
>FA>|> 121A>|>Contemporary Architecture>|>A study of stylistic and technological developments in post-World War II architecture. Usually offered every second year.\nStaff>|>CA>
>FA>|> 122A>|>Modern Architecture Gone Global>|>Explores major architectural developments over the past century from a global perspective. While tracing European and American movements, links are made to the architectural implications of Western ambitions worldwide in places like the Indian subcontinent, Muslim heartland, and North Africa. Usually offered every second year.\nMs. Grigor>|>CA>
>FA>|> 123A>|>American Painting>|>A survey of American painting from the colonial period to the present. Usually offered every third year.\nStaff>|>CA>
>FA>|> 152A>|>Contemporary Art>|>After theories of power and representation and art movements of pop, minimalism, and conceptual art were established by the 1970s, artists began to create what we see in galleries today. This course addresses art at the turn of the twentieth century with attention to intersections of art and identity, politics, economy, and history. Usually offered every third year.\nMr. Kalb>|>CA>
>FA>|> 153A>|>Israeli Art>|>An examination of the visual arts created in Israel since the beginning of the twentieth century. Combines a chronological overview of major trends with an in-depth examination of select case studies of individual artists and specific themes. Special one-time offering, fall 2008.\nMs. Ankori>|>CA>
>FA>|> 153A>|>Israeli Art>|>An examination of the visual arts created in Israel since the beginning of the twentieth century. Combines a chronological overview of major trends with an in-depth examination of select case studies of individual artists and specific themes. \nMs. Ankori>|>CA>
>FA>|> 154B>|>Art and Trauma: Israeli, Palestinian, Latin American and United States Art>|>A comparative and critical examination of the various ways in which personal traumas (illness, death, loss) and collective traumas (war, the Holocaust, exile) find meaningful expression in the work of modern and contemporary artists from diverse regions. Special two-time offering, spring 2009 and spring 2010.\nMs. Ankori>|>CA>
>FA>|> 171A>|>Impressionism: Avant-Garde Rebellion in Context>|>Focuses on the major artists from the period 1863 - 1886, from the time of Manet and the Salon des Refusés through the eight group exhibitions of Monet, Renoir, Degas, Cézanne, Pissarro, Morisot, and Cassatt and company. The antithesis of impressionism, its academic rivals, the backdrop of the sociopolitical context, the Second Empire, and the Third Republic will be provided, as well as the roots of the movement's dissolution. Usually offered every third year.\nMs. Scott>|>CA>
>FA>|> 171A>|>Impressionism: Avant-Garde Rebellion in Context>|>Focuses on the major artists from the period 1863 - 1886, from the time of Manet and the Salon des Refusés through the eight group exhibitions of Monet, Renoir, Degas, Cézanne, Pissarro, Morisot, and Cassatt and company. The antithesis of impressionism, its academic rivals, the backdrop of the sociopolitical context, the Second Empire, and the Third Republic will be provided, as well as the roots of the movement's dissolution. Usually offered every third year.\nMs. Scott>|>WI>
>FA>|> 174B>|>Postimpressionism and Symbolism, 1880-1910>|>The course curriculum covers postimpressionist artists Seurat, Cézanne, Van Gogh, and Gauguin, and more broadly, symbolist trends, expressionism, and art nouveau at the end of the nineteenth century. These trends are followed through chronologically to the early twentieth century in the art of Matisse and the fauves, and in German expressionism. Usually offered every fourth year.\nMs. Scott>|>CA>
>FA>|> 174B>|>Postimpressionism and Symbolism, 1880-1910>|>The course curriculum covers postimpressionist artists Seurat, Cézanne, Van Gogh, and Gauguin, and more broadly, symbolist trends, expressionism, and art nouveau at the end of the nineteenth century. These trends are followed through chronologically to the early twentieth century in the art of Matisse and the fauves, and in German expressionism. Usually offered every fourth year.\nMs. Scott>|>WI>
>FA>|> 181B>|>The Art of Japan>|>A survey of Japanese art from antiquity to the modern period. Usually offered every second year.\nMs. Wong>|>CA>
>FA>|> 181B>|>The Art of Japan>|>A survey of Japanese art from antiquity to the modern period. Usually offered every second year.\nMs. Wong>|>NW>
>FA>|> 182A>|>The Art of China>|>A survey of Chinese art from antiquity to the Ch'ing dynasty. Usually offered every second year.\nMs. Wong>|>CA>
>FA>|> 182A>|>The Art of China>|>A survey of Chinese art from antiquity to the Ch'ing dynasty. Usually offered every second year.\nMs. Wong>|>NW>
>FA>|> 184A>|>Studies in Asian Art>|>Usually offered every third year.\nMs. Wong>|>CA>
>FA>|> 184A>|>Studies in Asian Art>|>Usually offered every third year.\nMs. Wong>|>NW>
>FA>|> 191B>|>Studies in Renaissance and Baroque Art>|>Open to fine arts majors and minors and medieval and Renaissance minors only. Topics may vary from year to year; the course may be repeated for credit as topics change.\n\nUsually offered every third year.\nMr. Unglaub>|>CA>
>FA>|> 191B>|>Studies in Renaissance and Baroque Art>|>Open to fine arts majors and minors and medieval and Renaissance minors only. Topics may vary from year to year; the course may be repeated for credit as topics change.\n\nUsually offered every third year.\nMr. Unglaub>|>WI>
>FA>|> 192A>|>Studies in Modern Art>|>Topics may vary from year to year; the course may be repeated for credit. \n\nUsually offered every second year.\nMs. Ankori, Mr. Kalb, or Ms. Scott>|>CA>
>FA>|> 193A>|>Studies in Modern and Contemporary Architechture>|>Topics may vary from year to year; the course may be repeated for credit with permission of the instructor. Usually offered every third year.\nMs. Grigor>|>CA>
>FA>|> 193A>|>Studies in Modern and Contemporary Architechture>|>Topics may vary from year to year; the course may be repeated for credit with permission of the instructor. Usually offered every third year.\nMs. Grigor>|>NW>
>FA>|> 197B>|>Methods and Approaches in the History of Art>|>Usually offered every year.\nMs. Scott>|>CA>
>FA>|> 197B>|>Methods and Approaches in the History of Art>|>Usually offered every year.\nMs. Scott>|>WI>
>FILM>|> 100A>|>Introduction to the Moving Image>|>An interdisciplinary course surveying the history of moving image media from 1895 to the present, from the earliest silent cinema to the age of the 500-channel cable television. Open to all undergraduates as an elective, it is the introductory course for the minor in film studies. Usually offered every year.\nStaff>|>CA>
>FILM>|> 100A>|>Introduction to the Moving Image>|>An interdisciplinary course surveying the history of moving image media from 1895 to the present, from the earliest silent cinema to the age of the 500-channel cable television. Open to all undergraduates as an elective, it is the introductory course for the minor in film studies. Usually offered every year.\nStaff>|>HUM>
>FILM>|> 100A>|>Introduction to the Moving Image>|>An interdisciplinary course surveying the history of moving image media from 1895 to the present, from the earliest silent cinema to the age of the 500-channel cable television. Open to all undergraduates as an elective, it is the introductory course for the major and minor in film and visual media studies. Usually offered every year.\nStaff>|>CA>
>FILM>|> 100A>|>Introduction to the Moving Image>|>An interdisciplinary course surveying the history of moving image media from 1895 to the present, from the earliest silent cinema to the age of the 500-channel cable television. Open to all undergraduates as an elective, it is the introductory course for the major and minor in film and visual media studies. Usually offered every year.\nStaff>|>HUM>
>FILM>|> 110A>|>Film Production I>|>Preference given to film studies minors.\n\nAn introduction to the basic principles and techniques of fictional narrative motion picture production. Each student will produce three short films. The films will emphasize dramatic development and creative storytelling through image composition, camera movement, editing, and sound. Usually offered every year.\nMr. Weinberg>|>SS>
>FILM>|> 110A>|>Film Production I>|>Preference given to film and visual media studies majors and minors.\n\nAn introduction to the basic principles and techniques of fictional narrative motion picture production. Each student will produce three short films. The films will emphasize dramatic development and creative storytelling through image composition, camera movement, editing, and sound. Usually offered every year.\nMr. Weinberg>|>SS>
>FILM>|> 110A>|>Film Production I>|>Preference given to film and visual media studies majors and minors.\n\nAn introduction to the basic principles and techniques of fictional narrative motion picture production. Each student will produce three short films. The films will emphasize dramatic development and creative storytelling through image composition, camera movement, editing, and sound. Usually offered every year.\nMr. Weinberg>|>CA>
>FILM>|> 110B>|>Motion Picture Editing>|>Preference given to film studies minors.\n\nStudents will develop visual literacy through a study of the editor's role in cinematic storytelling. The course provides an overview of the craft's history and theory and offers practical training in editing digital video with Final Cut Pro. Usually offered every year.\nMr. Dellelo>|>SS>
>FILM>|> 110B>|>Motion Picture Editing>|>Preference given to film and visual media studies majors and minors.\n\nStudents will develop visual literacy through a study of the editor's role in cinematic storytelling. The course provides an overview of the craft's history and theory and offers practical training in editing digital video with Final Cut Pro. Usually offered every year.\nMr. Dellelo>|>SS>
>FIN>|> 201A>|>Financial Theory>|>Prerequisite: ECON 210f or statistics (may be taken concurrently). May not be taken for credit by students who have taken ECON 171a in previous years. Students who have taken ECON 171a should enroll in FIN 301a.\n\nCovers topics related to financial economics, including investors' attitudes toward risk, capital allocation, portfolio selection, asset pricing models (Capital Asset Pricing Model and the Arbitrage Pricing Theory), the efficient market hypothesis, fixed income markets, equity valuation, and options and futures markets. Usually offered every year.\nMr. Hilscher or Ms. Sisli Ciamarra>|>>
>FIN>|> 201A>|>Financial Theory>|>Prerequisite: ECON 210f or statistics (may be taken concurrently). May not be taken by students who have taken FIN 205a.\n\nCovers topics related to financial economics, including investors' attitudes toward risk, capital allocation, portfolio selection, asset pricing models (Capital Asset Pricing Model and the Arbitrage Pricing Theory), the efficient market hypothesis, fixed income markets, equity valuation, and options and futures markets. Usually offered every year.\nMr. Hilscher or Ms. Sisli Ciamarra>|>>
>FIN>|> 202A>|>International Corporate Finance>|>Prerequisite: ECON 201a. \n\nAnalysis of the exposure of the multinational firm from accounting and economic perspectives, survey of investment finance, and other international operations. Usually offered every year.\nMr.  Ballantine, Ms. Bulan, or Ms. Ciamarra>|>>
>FIN>|> 202A>|>International Corporate Finance>|>Prerequisite: ECON 201a. \n\nFocuses on how companies make their investment, financing, and dividend decisions in a global environment. Examines the theory and practices of firms through a combination of current articles, problems in the text, and case analysis. Students will have a firm understanding of how companies create value through their decisions. Usually offered every year.\nMr.  Ballantine, Ms. Bulan, or Ms. Ciamarra>|>>
>FIN>|> 203F>|>International Financial Management>|>Prerequisites: FIN 201a, FIN 202a, FIN 212a, and ECON 201a. Meets for one-half semester and yields half-course credit.\n\nExplores the characteristics of international financial markets and evaluates associated risks and benefits. Addresses the distinct risks multinationals face, the financial tools they use to manage these risks, their tax and working capital management, and their financing and investment decisions. Usually offered every year.\nMs. Sisli Ciamarra>|>>
>FIN>|> 205A>|>Accelerated Financial Theory>|>This course may not be repeated for credit by students who have taken FIN 201a.\n\nAn accelerated version of FIN 201a. Relies more heavily on statistics and basic calculus and covers more material. Topics include investors' attitudes toward risk, capital allocation, portfolio selection, asset pricing models (capital asset pricing model and the arbitrage pricing theory), the efficient market hypothesis and behavioral finance, fixed income markets and the yields curve, equity valuation, and derivatives markets (options and futures). Usually offered every year.\nMr. Raviv>|>>
>FIN>|> 212A>|>Accounting and Financial Analysis>|>May not be taken for credit by students who have taken FIN 210f or FIN 211f.\n\nIntroduction to basic accounting principles, including analysis of financial statements using case studies. Develops fundamental concepts and accounts and applies them to income measurement, capital values, and costs, with a focus on international accounting issues. Usually offered every year.\nMs. Anderson, Mr. Keith, or Ms. Weihs>|>>
>FIN>|> 213A>|>Intermediate Financial Accounting>|>Prerequisite: FIN 212a.\n\nProvides an extensive expansion of the traditional introduction to financial accounting courses. Additional topics include deferred taxes, pensions and other post retirement benefits, earnings per share, share base compensation and leases. Usually offered every year.\nMr. Keith>|>>
>FIN>|> 213A>|>Intermediate Financial Accounting>|>Prerequisite: FIN 212a or approved accounting experience.\n\nProvides an extensive expansion of the traditional introduction to financial accounting courses. Additional topics include deferred taxes, pensions and other post retirement benefits, earnings per share, share base compensation and leases. Usually offered every year.\nMr. Keith>|>>
>FIN>|> 214A>|>Managerial Accounting>|>Prerequisite: FIN 212a.\n\nIntroduction to internal reporting issues and problems employed in planning, control, and evaluation. Topics include cost behavior, overhead cost allocation, budgeting, and variance analysis. Taught from the perspective of the decision maker rather than the accountant who prepares the information. Usually offered every year.\nMs. Anderson or Mr. Keith>|>>
>FIN>|> 216F>|>Financial Statement Analysis>|>Prerequisite: FIN 212a. Meets for one-half semester and yields half-course credit. \n\nDesigned to develop skills in analyzing external financial reports. Topics include financial statements terminology, mergers and acquisitions, cash flow analysis, and foreign exchange and foreign tax issues. Usually offered every year.\nMr. Keith or Ms. Weihs>|>>
>FIN>|> 216F>|>Financial Statement Analysis>|>Prerequisite: FIN 212a or FIN 213a. Meets for one-half semester and yields half-course credit. \n\nDesigned to develop skills in analyzing external financial reports. Topics include financial statements terminology, mergers and acquisitions, cash flow analysis, and foreign exchange and foreign tax issues. Usually offered every year.\nMr. Keith or Ms. Weihs>|>>
>FIN>|> 217F>|>Financial Modeling>|>Prerequisite: FIN 212a. Meets for one-half semester and yields half-course credit. \n\nIntroduces quantitative modeling techniques for analyzing the financial performance of projects and companies and valuing earning streams. A key objective is to help students develop sophisticated skills in using spreadsheets and related software through cases and hands-on applications. Usually offered every year.\nMr. Canella>|>>
>FIN>|> 217F>|>Financial Modeling>|>Prerequisite: FIN 202a and FIN 212a. May take FIN 217f during second module concurrently with FIN 202a. Meets for one-half semester and yields half-course credit. \n\nIntroduces quantitative modeling techniques for analyzing the financial performance of projects and companies and valuing earning streams. A key objective is to help students develop sophisticated skills in using spreadsheets and related software through cases and hands-on applications. Usually offered every year.\nMr. Canella>|>>
>FIN>|> 218F>|>Financial Modeling II>|>Prerequisite: FIN 217f or FIN 212a. Meets for one-half semester and yields half-course credit. \n\nContinues Financial Modeling I (Fin 217f) in the analysis of quantitative financial performance of projects and companies and valuing earning streams. It supplements Fin 217f in its use of real options for valuations, new industries with their own peculiarities (insurance, pharmaceuticals), and the privatization of a telecommunications firm. Usually offered every year.\nMr. Canella>|>>
>FIN>|> 218F>|>Financial Modeling II>|>Prerequisite: FIN 217f. Meets for one-half semester and yields half-course credit. \n\nContinues Financial Modeling I (Fin 217f) in the analysis of quantitative financial performance of projects and companies and valuing earning streams. It supplements Fin 217f in its use of real options for valuations, new industries with their own peculiarities (insurance, pharmaceuticals), and the privatization of a telecommunications firm. Usually offered every year.\nMr. Canella>|>>
>FIN>|> 223F>|>Project Finance>|>Prerequisites: FIN 202a, FIN 217f.  Meets for one-half semester and yields half-course credit.\n\nExamines the financial, economic, political, and technological factors that affect very large, capital-intensive projects. Looks at how they are combined into a coherent structure and financed via a combination of non-recourse debt and equity. Usually offered every year.\nMr. Canella>|>>
>FIN>|> 230A>|>Trading and Exchanges: Focus on Foreign Exchange>|>Prerequisites: Econ 171a or FIN 201a, basic statistics.\n\nThe microeconomics of financial markets, with special focus on the foreign exchange market. Topics include market structure,  transparency, determination of bid-ask spreads, price discovery,  common trading strategies, currency market efficiency. Usually offered  every year.\nMs. Osler>|>>
>FIN>|> 232A>|>Mergers and Acquisitions Analysis>|>Prerequisites: FIN 201a and FIN 202a (may be taken concurrently).\n\nReviews the core concepts involved in mergers and acquisitions; value, negotiation, deal structuring, corporate strategy and valued added, financing, and tax consequences. Usually offered every year.\nMr. Ballantine or Mr. Goldberg>|>>
>FIN>|> 233F>|>Relative Values of Securities>|>Prerequisites: FIN 201a and FIN 212a or FIN 210f. Meets for one-half semester and yields half-course credit.\n\nIntroduces students to the issues and analysis necessary for making the decision to purchase securities. The principal focus is on publicly traded securities. Debt and equity security values will be addressed. Usually offered every year.\nMr. Aikens>|>>
>FIN>|> 234A>|>Capital Budgeting>|>Prerequisite: FIN 202a (may be taken concurrently).\n\nCompanies make long term investments to increase value. The investments may be in physical assets (e.g., new plants) or in the acquisition of other businesses. Capital budgeting involves an assessment of business opportunities, preparation of cash flows and comparison of returns among various potential investments. This course employs criteria such as NPV, IRR and discounted payback to explore investment decisions described in articles, textbook readings, and cases. Usually offered every year.\nMr. Lewis>|>>
>FIN>|> 234A>|>Capital Budgeting>|>Prerequisite: FIN 202a (may be taken concurrently).\n\nCompanies make long term investments to increase the value of the company. \nOften these investments are in long term assets (new plants, new product \ndevelopment), but sometimes the investment may involve the acquisition of \nanother business or company. Significant strategic expenditure programs, \nsuch as R&D and marketing, which may not appear on the balance sheet, may \nalso be thought of in this way. The purpose of this course is both to deepen \nthe students' understanding of and ability to apply analytical tools to make \ninformed financial recommendations to management and boards of directors and \nto consider these analyses in a variety of industries and contexts. The case \nmethod will be used as the main teaching approach and will call upon \nstudents to consider a range of factors as they assume the role of a senior \nfinancial officer in a corporation. The course might alternatively be called \nCorporate Financial Decision Making. Usually offered every year.\nMr. Lewis>|>>
>FIN>|> 235A>|>Investing in Energy: Fossil Fuels to Cleaner Energy>|>May not be taken for credit by students who took FIN 235f in spring 2008.\n\nHow do energy companies and investors make investment decisions in our current economic/political environment? How do investors assess the risks and the long term opportunities, and what are the potential returns? And how do companies manage energy projects and implement new technologies across many markets and countries? To evaluate energy investments students need to acquire the background knowledge, the technical skills, and an appreciation of the politics of energy policy. This course will establish a broad framework of analysis and it will also let students analyze the economic viability of a specific energy project. Usually offered every year.\nMr. Ballantine>|>>
>FIN>|> 236F>|>Technical Analysis>|>Prerequisite: FIN 201a. Meets for one-half semester and yields half-course credit.\n\nFrom FX to equity indexes to real estate futures markets, traders rely on technically-derived signals to enter speculative positions, set protective orders, and time their exits. Provides an introduction to technical analysis and familiarizes students with strategies in common use. Usually offered every year.\nMr. Kirkpatrick and Ms. Osler>|>>
>FIN>|> 241F>|>Financial Planning and Control>|>Prerequisite: FIN 202a (may be taken concurrently). \n\nExamines financial planning methodologies and tools as well as financial control mechanisms. Includes case studies using real-life examples, accounting, and financial objectives. Usually offered every year. \nMr. Canella>|>>
